order_item_id,order_id,item_id,quantity,selling_price,food_cost,profit
2382,100995,I0717,3,60,16,44
2383,100996,I0287,2,393,140,253
2384,100996,I0191,2,170,50,120
2385,100996,I0451,1,342,109,233
2386,100997,I0027,2,284,126,158
2387,100997,I0426,2,138,38,100
2388,100998,I0154,1,345,149,196
2389,100998,I0134,1,146,30,116
2390,100999,I0309,1,316,114,202
2391,100999,I0671,2,296,92,204
2392,101000,I0102,1,100,30,70
2393,101000,I0543,2,359,145,214
